key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person
str_verms_scuttlers	10	wh2_main_leather_20	2100	inf_ranged	8	inf_mis	str_verms_scuttlers	hu17_skaven_sword_throwing_stars	wh2_main_skv_infantry_fast	12	14	41	48		0	wh2_main_skv_sword	str_verms_scuttler_wep	5	none	str_verms_scuttlers	wh2_main_inf_chaotic_formation	trained			true	40.0000	1500.0000	wh2_main_skv_inf_night_runners_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	0.9000	small	0	10	0	0	0	0	0	0	ranged_stalkers_flanker_harasser	true	true	false	false	medium	medium	domination_infantry		
str_verms_scuttlers_spider	10	wh2_main_leather_20	2100	inf_ranged	8	inf_mis	str_verms_scuttlers	hu17_skaven_sword_and_globe	wh2_main_skv_infantry_fast	12	14	41	48		0	wh2_main_skv_sword	str_verms_spidersilk	5	none	str_verms_scuttlers	wh2_main_inf_chaotic_formation	trained			true	40.0000	1500.0000	wh2_main_skv_inf_night_runners_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	0.9000	small	0	7	0	0	0	0	0	0	ranged_stalkers_flanker_harasser	true	true	false	false	medium	medium	domination_infantry		
str_verms_arach	33	wh2_dlc15_bone_120	2100	inf_melee	40	inf_mel	str_verms_arach	sp1_arachnarok	wh_main_monster_spider_arachnarok_blood	70	38	65	9957		0	wh_main_grn_arachnarok		1	none	str_verms_arach	wh_main_monster	trained			true	40.0000	1500.0000	str_verms_arach	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	large_bst	0	0	0	0	0	0	0	0	melee_gatecrusher	false	false	false	false	medium	medium	domination_monsters		
str_verms_lamplighters	10	wh2_main_leather_20	2100	inf_melee	6	inf_mel	str_verms_lamplighters	hu17_skaven_halberd	wh2_main_skv_infantry_fast	16	22	42	48		0	str_verms_lamplighter_wep		8	none	str_verms_lamplighters	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	wh2_main_skv_inf_clanrat_spearmen_0	60	80	0	vo_sel_skv_Clanrats_Spearmen	vo_sel_generic	vo_sel_culture	0.8000	small	0	0	0	0	0	0	0	0	melee_anti_large	false	true	false	false	medium	medium	domination_infantry		
str_verms_slingers	10	wh2_main_body_10	2100	inf_ranged	10	inf_mis	str_verms_slingers	hu17_skaven_sword_and_sling	wh2_main_skv_infantry_fast	18	14	43	44		0	wh2_main_skv_sword	str_verms_wormoil_sling	5	none	str_verms_slingers	wh2_main_inf_chaotic_formation_loose	trained			true	40.0000	1500.0000	wh2_main_skv_inf_night_runners_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	0.9000	small	0	22	0	0	0	0	0	0	ranged_stalkers_flanker_harasser	true	true	false	false	medium	medium	domination_infantry		
str_tenscratch	10	wh2_main_bone_55	2100	inf_melee	25	com	str_tenscratch	hu17_skaven_halberd	wh2_main_skv_infantry_fast_hero_queek_headtaker	40	44	64	3880		0	str_verms_tenscratch		1	none	str_tenscratch	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_main_skv_cha_warlord_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters		
str_verms_spider_hatchling_sum	10	wh2_main_bone_45	2100	inf_melee	19	inf_mel	str_verms_spider_hatchling	sp1_giant_spider	wh_dlc06_monster_spider_hatchlings_blood	22	20	44	65		0	wh_dlc06_grn_spider_fangs_0		6	none	str_verms_spider_hatchling	wh_dlc06_infantry_spider	trained			true	40.0000	1500.0000	str_verms_spider_hatchling	60	80	0	vo_sel_default	vo_sel_default	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee_flanker	false	false	false	false	cant_capture	cant_capture	cant_capture		
str_verms_bats_sum	10	wh_main_body_0	2100	inf_melee	6	inf_mel	str_verms_bats	ba1_bat	wh_main_flying_fell_bat_blood	17	44	42	62		0	str_verms_bat_wep		7	none	str_verms_bats	wh_main_fellbats	trained			true	40.0000	1500.0000	str_verms_bats	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	flying_melee_flanker	false	false	false	false	cant_capture	cant_capture	cant_capture		
str_verms_flies_sum	10	wh_main_body_0	2100	inf_melee	8	inf_mel	str_verms_flies	in1_wh3_rot_fly	wh_main_flying_fell_bat_blood	9	12	36	18		0	str_verms_fly_wep		8	none	str_verms_flies	wh2_main_inf_chaotic_formation_tight	trained			true	40.0000	1500.0000	str_verms_bats	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	-25	0	0	0	25	0	flying_melee_flanker	false	false	false	false	cant_capture	cant_capture	cant_capture		
str_verms_scorpions_sum	0	wh2_main_bone_55	2100	inf_melee	11	inf_mel	str_verms_scorpions	sc1_scorpion01	str_verms_scorpions	20	16	43	36		0	str_verms_scorp_wep		8	none	str_verms_scorpions	wh_dlc06_infantry_spider	trained			true	40.0000	1500.0000	str_verms_scorpions	60	80	0	vo_sel_default	vo_sel_default	vo_sel_culture	0.7500	small	0	0	0	0	0	0	0	0	melee_flanker	false	false	false	false	cant_capture	cant_capture	cant_capture		
str_verms_swarmleader	10	wh2_main_bone_55	2100	inf_ranged	22	com	str_verms_swarmleader	hu17_dlc14_master_assassin_dual_claw	wh2_dlc14_skv_infantry_hero_master_assassin_blood	38	42	60	3680		0	str_verms_swarmleader	str_verms_spidersilk_lord	1	none	str_verms_swarmleader	wh_main_infantry	trained			true	40.0000	1500.0000	str_verms_swarmleader	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	small	0	60	0	0	0	0	15	0	ranged_stalkers_harasser_highvalue	true	true	false	false	high	high	domination_characters		
str_verms_giant_bat_sum	10	wh2_main_body_40	2100	inf_melee	12	inf_mel	str_verms_giant_bat	ba1_bat	str_verms_giant_bat	24	54	54	5095		0	str_verms_giant_bat_wep		1	none	str_verms_giant_bat	wh_main_monster	trained			true	40.0000	1500.0000	str_verms_bats	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large_bst	0	0	0	0	0	0	0	0	flying_melee_highvalue	false	false	false	false	cant_capture	cant_capture	cant_capture		
str_verms_swarmcaller	10	wh2_main_body_20	2100	inf_melee	15	com	str_verms_swarmcaller	hu17_skaven_halberd	wh2_main_skv_infantry_fast_hero	24	26	50	3378		0	str_verms_swarmcaller		1	none	str_verms_swarmcaller	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_main_skv_cha_grey_seer_ruin_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	mage_highvalue	false	true	false	false	high	high	domination_characters		
str_fly_rider	10	wh2_main_body_30	2100	cavalry	28	com	str_verms_flies	hu17_dlc16_rt1_brood_horror_sword_shield	wh3_main_nur_cha_herald_of_nurgle_hero_blood_dismembers	45	52	70	5500	wh3_main_nur_mnt_rot_fly_hero	1	wh3_main_nur_rotfly_herald_of_nurgle		1	none	str_verms_flies	wh_main_monstrous_cavalry	trained			true	40.0000	1500.0000	wh3_main_nur_cha_herald_of_nurgle_death_2	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	large	0	0	0	0	0	20	15	0	flying_melee_highvalue	false	false	false	false	cant_capture	cant_capture	cant_capture		
str_verms_verminkeepers_ror	10	wh2_main_leather_20	2100	inf_melee	6	inf_mel	str_verms_verminkeepers_ror	hu17_skaven_halberd	wh2_main_skv_infantry_fast	19	29	55	52		0	str_verms_verminkeeper_wep		8	none	str_verms_verminkeepers_ror	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	wh2_main_skv_inf_clanrat_spearmen_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	0.8000	small	0	0	0	0	0	0	0	0	melee_anti_large	false	true	false	false	medium	medium	domination_infantry		
str_verms_scuttlers_spider_ror	10	wh2_main_leather_20	2100	inf_ranged	8	inf_mis	str_verms_scuttlers_spider_ror	hu17_skaven_sword_and_globe	wh2_main_skv_infantry_fast	17	19	51	48		0	wh2_main_skv_sword	str_verms_spidersilk_ror	5	none	str_verms_scuttlers_spider_ror	wh2_main_inf_chaotic_formation	trained			true	40.0000	1500.0000	wh2_main_skv_inf_night_runners_0	60	80	18	vo_sel_default	vo_sel_generic	vo_sel_culture	0.9000	small	0	7	0	0	0	0	0	0	ranged_stalkers_flanker_harasser	true	true	false	false	medium	medium	domination_infantry		
str_verms_lamplighters_ror	10	wh2_main_leather_20	2100	inf_melee	6	inf_mel	str_verms_lamplighters_ror	hu17_skaven_halberd	wh2_main_skv_infantry_fast	22	29	52	48		0	str_verms_lamplighter_wep		8	none	str_verms_lamplighters_ror	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	wh2_main_skv_inf_clanrat_spearmen_0	60	80	0	vo_sel_skv_Clanrats_Spearmen	vo_sel_generic	vo_sel_culture	0.8000	small	0	0	0	0	0	0	0	0	melee_anti_large	false	true	false	false	medium	medium	domination_infantry		
str_verms_slingers_ror	10	wh2_main_body_10	2100	inf_ranged	10	inf_mis	str_verms_slingers_ror	hu17_skaven_sword_and_sling	wh2_main_skv_infantry_fast	24	19	53	44		0	wh2_main_skv_sword	str_verms_wormoil_flask_ror	5	none	str_verms_slingers_ror	wh2_main_inf_chaotic_formation_loose	trained			true	40.0000	1500.0000	wh2_main_skv_inf_night_runners_1	60	80	18	vo_sel_default	vo_sel_generic	vo_sel_culture	0.9000	small	0	22	0	0	0	0	0	0	ranged_stalkers_flanker_harasser	true	true	false	false	medium	medium	domination_infantry		
str_tenscratch_arach	10	wh2_dlc15_bone_120	2100	war_beast	40	com	str_tenscratch	hu17_skaven_halberd	wh2_main_skv_infantry_fast_hero_queek_headtaker	58	30	68	8961	str_tenscratch_arach	1	wh_main_grn_arachnarok		1	none	str_tenscratch	wh_main_monster	trained			true	40.0000	1500.0000	str_tenscratch_arach	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	large_bst	15	200	0	0	0	0	15	0	melee_highvalue	false	false	false	false	high	high	domination_characters		
str_verms_spider_riders	10	wh2_main_bone_45	2100	cavalry	22	cav_mel	str_verms_spider_riders	kou_spider_skaven_rider	wh_main_grn_inf_goblin_cav_blood	22	32	50	86	kou_rat_mnt_giant_spider	60	str_verms_lamplighter_wep		4	none	str_verms_spider_riders	wh_main_monstrous_spiders	trained			true	40.0000	1500.0000	str_verms_giant_spider	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large_bst	0	0	0	0	0	0	0	0	melee_flanker	false	false	false	false	medium	medium	domination_cav		
str_verms_spider_riders_ror	10	wh2_main_bone_70	2100	cavalry	22	cav_mel	str_verms_spider_riders_ror	kou_spider_skaven_rider	wh_main_grn_inf_goblin_cav_blood	29	41	60	172	kou_rat_mnt_giant_spider	32	str_verms_spider_riders_ror		4	none	str_verms_spider_riders_ror	wh_main_monstrous_spiders	trained			true	40.0000	1500.0000	str_verms_giant_spider	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic	1.0000	large_bst	0	0	0	0	0	0	0	0	melee_flanker	false	false	false	false	medium	medium	domination_cav		
