key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person
bc_plague_pontifex_cauldron	10	wh2_main_heavy_metal_100	2100	war_machine	22	com	wh2_main_unit_long_text_skv_cha_grey_seer_plague_1	hu17_skaven_wm_screaming_bell_staff	wh2_main_skv_infantry_hero_skrolk	42	36	85	6440		1	wh2_main_skv_cha_plague_furnace		1	none	bc_plague_pontifex	wh_main_artillery	trained		skv_pox_cauldron	true	40.0000	1500.0000	wh2_main_skv_cha_grey_seer_plague_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	25	1	0	25	0	mage_highvalue	false	false	false	false	high	high	domination_characters		
bc_nurglitch_mount	10	wh2_main_body_60	2100	cavalry	75	com	wh2_main_unit_long_text_skv_cha_warlord_1	hu17_dlc16_rt1_brood_horror_sword_shield	wh2_main_skv_infantry_hero_skrolk	52	44	65	6604	str_pox_rat_nurglitch	1	bc_nurgle_mount		1	none	bc_nurglitch	wh_main_monster	trained			true	40.0000	1500.0000	bc_nurglitch_mount	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	20	15	0	melee_highvalue	false	false	false	false	high	high	domination_characters		
bc_pusbags_flail_ror	10	wh_main_body_0	2100	inf_melee	10	inf_mel	wh2_main_unit_long_text_skv_inf_skavenslaves_0	hu17_skaven_dual_sword	wh2_main_skv_infantry_small	22	9	45	40		0	bc_pusbags_flail		8	none	bc_pusbags_flail_ror	wh2_main_inf_chaotic_formation_tight	trained			true	40.0000	1500.0000	bc_hideForest_rampage_expendable	60	80	0	vo_sel_skv_The_Needless_Less	vo_sel_generic	vo_sel_culture	0.8000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry_expendable		
bc_rat_spawn_ror	10	wh2_main_body_30	2100	inf_melee	54	inf_mel	wh2_main_unit_long_text_skv_mon_rat_ogres	hc2_chaos_spawn	wh2_dlc16_skv_monster_rat_ogre_mutant_blood	52	43	110	826		0	bc_rat_spawn_ror		3	none	bc_rat_spawn_ror	wh_main_monstrous_infantry_chaotic	trained			true	40.0000	1500.0000	bc_fear_hideForest_immPsy_moulderMonster	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	true	false	false	medium	medium	domination_monsters		
bc_mad_rat_ogres_ror	0	wh2_main_body_30	2100	inf_melee	56	inf_mel	wh2_main_unit_long_text_skv_mon_rat_ogres	hu18_rat_ogre_claws	wh2_main_skv_monster_rat_ogre	39	36	76	525		0	wh2_main_skv_rat_ogre		3	none	bc_mad_rat_ogres_ror	wh_main_monstrous_infantry_chaotic	trained			true	40.0000	1500.0000	bc_fear_hideForest_immPsy_moulderMonster_rampage	60	80	0	vo_sel_default	vo_sel_default	vo_sel_default	1.0000	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	true	false	false	medium	medium	domination_monsters		
bc_rotten_rodent_dual_ror	10	wh2_main_leather_25	2100	inf_melee	16	inf_mel	wh2_main_unit_long_text_skv_inf_clanrats_0	hu17_skaven_dual_sword	wh2_main_skv_infantry	31	24	55	60		0	bc_rotten_rodent_dual_swords		8	none	bc_rotten_rodent_dual_ror	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	wh2_main_skv_inf_clanrats_0	60	80	0	vo_sel_skv_Scabrous_Elders_of_the_Pox	vo_sel_generic	vo_sel_culture	0.8000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
bc_frothing_giant_rats_ror	10	wh2_main_body_15	2100	inf_melee	28	inf_mel	wh2_dlc16_unit_long_text_skv_mon_wolf_rats	wf1_dlc16_wolf_rat	wh2_dlc16_skv_monster_wolf_rat_blood	36	25	44	75		0	bc_frothing_giant_rats_ror		6	none	bc_frothing_giant_rats_ror	wh_main_war_beasts	trained			true	40.0000	1500.0000	bc_fear_guerrilla_hideForest_strider_moulderMonster	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee_flanker	false	true	false	false	high	high	domination_cav		
bc_plague_lord_mount	10	wh2_main_body_60	2100	cavalry	70	com	wh2_main_unit_long_text_skv_cha_warlord_0	hu17_dlc16_rt1_brood_horror_sword_shield	wh2_main_skv_infantry_hero_skrolk	48	38	60	6368	str_pox_rat_mount	1	bc_nurgle_mount		1	none	bc_plague_lord	wh_main_monster	trained			true	40.0000	1500.0000	bc_nurglitch_mount	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	false	high	high	domination_characters		
bc_the_hidden	10	wh2_main_body_30	2100	inf_melee	54	inf_mel	wh2_main_unit_long_text_skv_mon_rat_ogres	hc2_chaos_spawn	wh2_dlc16_skv_monster_rat_ogre_mutant_blood	58	30	100	7700		0	bc_the_hidden		1	none	bc_the_hidden	wh_main_monstrous_infantry_chaotic	trained			true	40.0000	1500.0000	bc_the_hidden	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	melee_gatecrusher_shock	false	true	false	false	high	high	domination_characters		
bc_ror_creeping_death	10	wh2_main_body_10	2100	inf_melee	34	inf_mel	wh2_main_unit_long_text_skv_inf_plague_monk_censer_bearer	hu17_skaven_monk_censer	wh2_main_skv_infantry_plague_monk_censer	48	22	96	72		0	wh2_main_skv_censer		6	none	bc_ror_creeping_death	wh2_main_infantry_chaotic_rabble	trained			true	40.0000	1500.0000	wh2_main_skv_inf_clanrats_0	60	80	0	vo_sel_skv_Blightscabs_Plaguepack	vo_sel_skv_Plague_Monk_Censer_Bearers	vo_sel_culture	1.0000	small	0	0	0	0	0	15	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
bc_ror_bilekin	10	wh2_main_body_10	2100	inf_melee	22	inf_mel	wh2_main_unit_long_text_skv_inf_plague_monks	hu17_skaven_dual_sword	wh2_main_skv_infantry_plague_monk	34	32	78	68		0	bc_bilekin		6	none	bc_ror_bilekin	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	wh2_main_skv_inf_clanrats_0	60	80	0	vo_sel_skv_Plague_Monks	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	15	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
bc_ror_chained_ones	10	wh_main_body_0	2100	inf_melee	5	inf_mel	wh2_main_unit_long_text_skv_inf_skavenslaves_0	hu17_skaven_sword_and_globe	wh2_main_skv_infantry_small	17	14	49	43		0	wh2_main_skv_sword_skavenslaves	bc_chained_proj	8	wh_missile_block_35_wood	bc_ror_chained_ones	wh2_main_inf_chaotic_formation_tight	trained			true	40.0000	1500.0000	wh2_main_skv_inf_skavenslaves_0	60	80	26	vo_sel_skv_Skavenslaves	vo_sel_generic	vo_sel_culture	0.8000	small	0	1	0	20	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry_expendable		
bc_ror_slimeblades	10	wh2_main_leather_25	2100	inf_melee	10	inf_mel	wh2_main_unit_long_text_skv_inf_clanrats_1	hu17_skaven_stormvermin_sword_and_shield	wh2_main_skv_infantry	31	29	55	60		0	bc_slimeblades		8	wh_missile_block_35_wood	bc_ror_slimeblades	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	wh2_main_skv_inf_clanrats_0	60	80	0	vo_sel_skv_Plague_Monks	vo_sel_skv_Clanrats	vo_sel_culture	0.8000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
bc_ror_virulent_batteries	10	wh2_main_leather_30	2100	artillery	2	art_fld	wh2_main_unit_long_text_skv_art_plagueclaw_catapult	hu17_skaven_sword	wh2_dlc16_skv_infantry_crew	20	23	64	43		0	wh2_main_skv_sword		4	none	bc_ror_virulent_batteries	wh_main_artillery	trained		bc_virulent_batteries	true	40.0000	1500.0000	wh2_main_skv_art_plagueclaw_catapult	60	80	26	vo_sel_skv_Plagueclaw_Catapult	vo_sel_generic	vo_sel_culture	1.0000	small	0	22	0	0	4	0	0	0	ranged_indirect_arty	false	false	false	false	medium	medium	domination_artillery		
bc_ror_plaguevermin	10	wh2_main_heavy_metal_90	2100	inf_melee	20	inf_mel	wh2_main_unit_long_text_skv_inf_stormvermin_0	hu17_skaven_council_halberd	wh2_main_skv_infantry_heavy	42	32	70	54		0	bc_plague_blessed		8	none	bc_ror_plaguevermin	wh2_main_infantry_medium_rabble	trained			true	40.0000	1500.0000	wh2_main_skv_inf_stormvermin_1	60	80	0	vo_sel_generic	vo_sel_skv_Stormvermin	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
bc_septik_plaguevermin	10	wh2_main_heavy_metal_90	2100	inf_melee	16	inf_mel	wh2_main_unit_long_text_skv_inf_stormvermin_0	hu17_skaven_halberd	wh2_main_skv_infantry_heavy	35	24	60	54		0	bc_plague_blessed		8	none	bc_ror_plaguevermin	wh2_main_infantry_medium_rabble	trained			true	40.0000	1500.0000	wh2_main_skv_inf_stormvermin_1	60	80	0	vo_sel_skv_Stormvermin	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
str_pontifex_sitch	10	wh2_main_leather_30	2100	inf_melee	25	com	wh2_main_unit_long_text_skv_cha_warlord_0	sitch_fragment1	wh2_main_skv_infantry_hero_skrolk	45	39	64	4664		0	str_pontifex_sitch		1	none	str_pontifex_sitch	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_main_skv_cha_warlord_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters		
bc_septik_ror_rustblades	10	wh2_main_heavy_metal_90	2100	inf_melee	18	inf_mel	wh2_main_unit_long_text_skv_inf_stormvermin_1	hu17_skaven_stormvermin_sword_and_shield	wh2_main_skv_infantry_heavy	48	45	70	54		0	wh2_main_skv_sword_stormvermin		8	wh_missile_block_35_wood	bc_septik_ror_rustblades	wh2_main_infantry_medium_rabble	trained			true	40.0000	1500.0000	wh2_main_skv_inf_stormvermin_1	60	80	0	vo_sel_skv_Stormvermin	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
str_pontifex_sitch_mount	10	wh2_main_body_70	2100	war_beast	55	com	wh2_main_unit_long_text_skv_cha_warlord_1	hu17_skaven_warlord_hu18_rat_ogre_drill	wh2_main_skv_infantry_fast_hero	45	39	64	6368	str_bonebreaker_sitch	1	str_pontifex_sitch_mount		1	none	str_pontifex_sitch	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_skv_cha_warlord_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	false	high	high	domination_characters		
str_skittice	10	wh2_main_heavy_metal_110	2000	inf_melee	48	com	wh2_main_unit_long_text_skv_cha_warlord_0	hu17_skaven_greataxe_01	wh2_main_skv_infantry_hero_skrolk	56	41	63	4650		0	str_skittice		1	none	str_skittice	wh_main_infantry_large	elite			true	40.0000	1500.0000	wh2_main_skv_cha_queek_headtaker	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	false	high	high	domination_characters		
str_poxtooth	10	wh2_main_leather_30	2100	inf_melee	18	com	wh2_main_unit_long_text_skv_cha_warlord_0	hu17_skaven_staff_and_sword	wh2_main_skv_infantry_hero_skrolk	34	40	62	4448		0	str_poxtooth		1	none	str_poxtooth	wh_main_infantry	trained			true	40.0000	1500.0000	wh2_main_skv_cha_warlord_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters		
str_poxtooth_mount	10	wh2_main_heavy_metal_100	2100	war_machine	34	com	wh2_main_unit_long_text_skv_cha_grey_seer_plague_1	hu17_skaven_wm_screaming_bell_staff	wh2_main_skv_infantry_hero_skrolk	34	40	88	6440		1	str_poxtooth_mount		1	none	str_poxtooth	wh_main_artillery	trained		str_poxtooth_mount	true	40.0000	1500.0000	wh2_main_skv_cha_grey_seer_plague_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	25	1	0	25	0	mage_highvalue	false	false	false	false	high	high	domination_characters		
str_pox_rat	10	wh2_main_body_30	2100	inf_melee	54	inf_mel	wh2_dlc16_unit_long_text_skv_mon_brood_horror	rt1_dlc16_brood_horror	str_giant_pox_rat	30	28	52	4650		0	str_pox_rat		1	none	str_pox_rat	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_skv_mon_rat_ogres	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	0	0	melee_flanker	false	false	false	false	medium	medium	domination_monsters		
str_skittice_mount	10	wh2_main_heavy_metal_110	2100	cavalry	65	com	wh2_main_unit_long_text_skv_cha_warlord_1	hu17_dlc16_rt1_brood_horror_sword_shield	wh2_main_skv_infantry_fast_hero	56	41	63	6008	str_pox_rat_mount	1	str_skittice		1	none	str_skittice	wh_main_monster	trained			true	40.0000	1500.0000	wh2_dlc16_skv_cha_warlord_2	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	melee_highvalue	false	false	false	false	high	high	domination_characters		
str_skittice_sum_rustblade	10	wh2_main_heavy_metal_90	2100	inf_melee	18	inf_mel	wh2_main_unit_long_text_skv_inf_stormvermin_1	hu17_skaven_stormvermin_sword_and_shield	wh2_main_skv_infantry_heavy	48	45	70	54		0	wh2_main_skv_sword_stormvermin		8	wh_missile_block_35_wood	bc_septik_ror_rustblades	wh2_main_infantry_medium_rabble	trained			true	40.0000	1500.0000	wh2_main_skv_inf_stormvermin_1	60	80	0	vo_sel_skv_Stormvermin	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
str_gangrous_vermin	10	wh2_main_heavy_metal_70	2100	inf_melee	24	inf_mel	wh2_main_unit_long_text_skv_inf_clanrats_0	hu17_skaven_dual_claw_and_throwing_stars	wh2_main_skv_infantry	41	51	65	74		0	str_gangrous_vermin		6	none	str_gangrous_vermin	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	str_gangrous_vermin	60	80	0	vo_sel_skv_Scabrous_Elders_of_the_Pox	vo_sel_generic	vo_sel_culture	0.8000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
str_gangrous_szik	10	wh2_main_heavy_metal_70	2100	inf_melee	34	com	wh2_main_unit_long_text_skv_cha_lord_skrolk	hu17_dlc14_master_assassin_dual_claw	wh2_main_skv_infantry_fast_hero_queek_headtaker	51	61	67	5075		0	wh2_main_skv_cha_queek_headtaker		1	none	str_gangrous_szik	wh_main_infantry	trained			true	40.0000	1500.0000	str_gangrous_szik	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters		
str_gangrous_clanrats	10	wh2_main_leather_50	2100	inf_melee	14	inf_mel	wh2_main_unit_long_text_skv_inf_clanrats_0	hu17_skaven_stormvermin_sword_and_shield	wh2_main_skv_infantry	32	41	55	74		0	wh2_dlc09_tmb_sword_tomb_guard		6	wh_missile_block_35_wood	str_gangrous_clanrats	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	wh2_main_skv_inf_clanrats_0	60	80	0	vo_sel_skv_Scabrous_Elders_of_the_Pox	vo_sel_generic	vo_sel_culture	0.8000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
str_gangrous_vermin_ror	10	wh2_main_heavy_metal_70	2100	inf_melee	24	inf_mel	wh2_main_unit_long_text_skv_inf_clanrats_0	hu17_dlc14_master_assassin_dual_claw	wh2_main_skv_infantry	51	62	75	74		0	str_gangrous_vermin_ror		6	none	str_gangrous_vermin_ror	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	str_gangrous_vermin_ror	60	80	0	vo_sel_skv_Scabrous_Elders_of_the_Pox	vo_sel_generic	vo_sel_culture	0.8000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
