key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person
hcm_ror_mangefurs	10	wh2_main_plate_50	2650	inf_melee	20	inf_mel	hcm_ror_mangefurs	hu17_skaven_sword_and_hook	wh2_main_skv_infantry_plague_monk	52	44	68	72		0	wh2_main_skv_sword		8	none	hcm_ror_mangefurs	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	wh2_main_skv_inf_stormvermin_1	60	80	0	vo_sel_skv_Clanrats	vo_sel_generic	vo_sel_culture	0.8000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
hcm_ror_vatbacks	10	wh2_main_heavy_metal_100	2650	inf_ranged	6	inf_mis	hcm_ror_vatbacks	hu17_skaven_sword_and_globe	wh2_main_skv_infantry_heavy_globadiers	25	46	65	70		0	wh2_main_skv_sword	hcm_vatbacks_proj	3	none	hcm_ror_vatbacks	wh_main_infantry_large	elite			true	40.0000	1500.0000	wh2_main_skv_inf_death_globe_bombardiers	60	80	26	vo_sel_skv_Poison_Wind_Globadiers	vo_sel_generic	vo_sel_culture	1.0000	small	0	30	0	0	0	0	0	0	ranged_indirect_arty	true	true	false	false	medium	medium	domination_infantry		
hcs_ror_lektrik_coven	10	wh2_main_leather_45	2650	inf_melee	15	com	wh2_main_unit_long_text_skv_cha_warlock_engineer	hu17_skaven_halberd_and_doomfire_rocket	hcs_warlock_engineer	50	32	68	236		0	hcs_ror_lektrik_wep	hcs_ror_lektrik_proj	3	none	hcs_ror_lektrik_coven	wh_main_infantry_large	elite			true	40.0000	1500.0000	wh2_main_skv_inf_stormvermin_1	60	80	26	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	small	0	18	0	0	0	0	0	0	ranged_indirect_arty	true	true	false	false	medium	medium	domination_infantry		
hcs_ror_technox	10	wh2_main_leather_45	2650	inf_melee	15	com	wh2_main_unit_long_text_skv_cha_warlock_engineer	hu17_dlc12_ikit_halberd_and_claw_gun	hcs_warlock_engineer	50	32	68	406		0	hcs_ror_technox_wep	hcs_ror_technox_proj	3	none	hcs_ror_technox	wh_main_infantry_large	elite			true	40.0000	1500.0000	wh2_main_skv_inf_stormvermin_1	60	80	26	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	small	0	80	70	0	0	0	0	0	hybrid_highvalue	false	true	false	false	medium	medium	domination_infantry		
hcs_ror_doomwheel_brigade	33	wh2_main_heavy_metal_100	2650	war_machine	50	chariot	wh2_main_unit_long_text_skv_veh_doomwheel	wm_doomwheel_warp_lightning01	wh2_main_skv_infantry	52	28	70	2800		0	hcs_ror_doomwheel_wep		1	none	hcs_ror_doomwheel_brigade	wh_main_artillery	elite		wh2_dlc12_skv_veh_doomwheel_ror	true	40.0000	1500.0000	wh2_dlc12_skv_veh_doomwheel_ror_0	60	80	30	vo_sel_skv_Doomwheel	vo_sel_generic	vo_sel_culture	1.0000	large	0	52	0	0	4	0	0	0	melee_flanker_shock	false	false	false	false	low	low	domination_cav		
hcs_ror_blackarc	33	wh2_main_leather_30	2650	artillery	2	art_fld	wh2_main_unit_long_text_skv_art_warp_lightning_cannon	hu17_skaven_sword	wh2_dlc16_skv_infantry_crew	50	2	60	55		0	wh2_main_skv_sword_skavenslaves		4	none	hcs_ror_blackarc	wh_main_artillery	elite		hcs_ror_blackarc	true	40.0000	1500.0000	wh2_dlc12_skv_art_warp_lightning_cannon_ror_0	60	80	50	vo_sel_skv_Warpfire_Lightning_Cannon	vo_sel_generic	vo_sel_culture	1.0000	small	0	40	0	0	4	0	0	0	ranged_direct	false	false	false	false	medium	medium	domination_artillery		wh2_main_skv_art_warp_lightning_cannon
hcs_ror_warpfangs	10	wh2_main_heavy_metal_70	2650	inf_melee	10	inf_mel	wh2_main_unit_long_text_skv_inf_clanrats_1	skv1_dlc14_weapon_team_grinder01	wh2_dlc14_skv_infantry_weaponteam_warp_grinder	65	45	80	130		0	wh2_dlc14_skv_warp_grinder		8	none	hcs_ror_warpfangs	wh_main_infantry_large	trained			true	40.0000	1500.0000	hcs_hideForest_wallbreaker	60	80	0	vo_sel_skv_Warp_Grinder	vo_sel_skv_Clanrats	vo_sel_culture	0.9000	small	0	0	0	0	0	0	0	0	melee_gatecrusher_highvalue	false	true	false	false	medium	medium	domination_infantry		
kratch_ror_deathvermin	10	wh2_main_heavy_metal_90	2650	inf_melee	40	inf_mel	wh2_main_unit_long_text_skv_inf_stormvermin_0	hu17_skaven_spear_and_shield	wh2_main_skv_infantry_heavy	80	75	75	95		0	wh2_main_skv_halberd		8	wh_missile_block_35_wood	kratch_ror_deathvermin	wh2_main_infantry_medium_rabble	elite			true	40.0000	1500.0000	wh2_main_skv_inf_clanrat_spearmen_1	60	80	0	vo_sel_generic	vo_sel_skv_Stormvermin	vo_sel_culture	1.0000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
slaves_slingers_shielded	10	wh_main_body_0	2650	inf_ranged	4	inf_mis	wh2_main_unit_long_text_skv_inf_skavenslave_slingers_0	hu17_skaven_sword_and_sling	wh2_main_skv_infantry_small	25	30	58	72		0	wh2_main_skv_sword_skavenslaves	wh2_main_skv_sling	5	wh_missile_block_30_wood	wh2_main_unit_short_text_skv_inf_skavenslave_slingers_0	wh2_main_inf_chaotic_formation_loose	trained			true	40.0000	1500.0000	wh2_main_skv_inf_skavenslave_slingers_0	60	80	10	vo_sel_skv_Skavenslave_Slingers	vo_sel_generic	vo_sel_culture	0.8000	small	0	50	0	0	0	0	0	0	ranged_harasser	true	true	false	false	medium	medium	domination_infantry_expendable		
slaves_spears_shielded	10	wh_main_body_0	2650	inf_melee	25	inf_mel	wh2_main_unit_long_text_skv_inf_skavenslave_spearmen_0	hu17_skaven_spear_and_shield	wh2_main_skv_infantry_small	40	25	58	72		0	wh2_main_skv_spear_skavenslaves		8	wh_missile_block_30_wood	wh2_main_unit_short_text_skv_inf_skavenslave_spearmen_0	wh2_main_inf_chaotic_formation_tight	poorly_trained			true	40.0000	1500.0000	wh2_main_skv_inf_skavenslaves_0	60	80	0	vo_sel_skv_Skavenslave_Spearmen	vo_sel_generic	vo_sel_culture	0.8000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry_expendable		
slaves_shielded	10	wh_main_body_0	2650	inf_melee	25	inf_mel	wh2_main_unit_long_text_skv_inf_skavenslaves_0	hu17_skaven_sword_and_shield	wh2_main_skv_infantry_small	25	30	58	72		0	wh2_main_skv_sword_skavenslaves		8	wh_missile_block_30_wood	wh2_main_unit_short_text_skv_inf_skavenslaves_0	wh2_main_inf_chaotic_formation_tight	poorly_trained			true	40.0000	1500.0000	wh2_main_skv_inf_skavenslaves_0	60	80	0	vo_sel_skv_Skavenslaves	vo_sel_generic	vo_sel_culture	0.8000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry_expendable		
slaves_spears_slingers_shielded	10	wh_main_body_0	2650	inf_ranged	15	inf_mis	wh2_main_unit_long_text_skv_inf_skavenslave_slingers_0	hu17_skaven_sword_and_sling	wh2_main_skv_infantry_small	30	25	58	72		0	wh2_main_skv_spear_skavenslaves	wh2_main_skv_sling	5	wh_missile_block_30_wood	wh2_main_unit_short_text_skv_inf_skavenslave_slingers_0	wh2_main_inf_chaotic_formation_loose	trained			true	40.0000	1500.0000	wh2_main_skv_inf_skavenslave_slingers_0	60	80	10	vo_sel_skv_Skavenslave_Slingers	vo_sel_generic	vo_sel_culture	0.8000	small	0	25	0	0	0	0	0	0	ranged_harasser	true	true	false	false	medium	medium	domination_infantry_expendable		
str_ror_bonefodder	10	wh_main_body_0	2650	inf_melee	25	inf_mel	str_ror_bonefodder	hu17_skaven_spear	wh2_main_skv_infantry_small	46	10	68	72		0	wh2_main_skv_spear_skavenslaves		8	none	str_ror_bonefodder	wh2_main_inf_chaotic_formation_tight	poorly_trained			true	40.0000	1500.0000	wh2_main_skv_inf_skavenslave_spearmen_0	60	80	26	vo_sel_skv_Skavenslaves	vo_sel_generic	vo_sel_culture	0.8000	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry_expendable		
str_ror_skullsplinters	33	wh2_main_heavy_metal_70	2650	inf_ranged	2	inf_mis	str_ror_skullsplinters	skv1_dlc12_weapon_team03	wh2_main_skv_infantry_weaponteam_jezzails_ror	25	50	70	115		0	wh2_main_skv_sword	str_ror_skullsplinters	3	wh_missile_block_55_wood	str_ror_skullsplinters	wh2_main_skv_weaponteam_jezzails	mob			true	40.0000	1500.0000	wh2_dlc12_skv_inf_warplock_jezzails_0	160	160	18	vo_sel_skv_Warplock_Jezzails	vo_sel_generic	vo_sel_culture	1.0000	small	0	22	0	0	0	0	0	0	ranged_direct	true	true	false	false	medium	medium	domination_infantry		
str_ror_hell_pit_horrors	10	wh2_main_body_50	2650	inf_melee	25	inf_mel	str_ror_hell_pit_horrors	hc5_skv_hell_pit	wh2_main_skv_monster_hell_pit_abomination	90	48	100	4031		0	str_ror_hell_pit_horrors		1	none	str_ror_hell_pit_horrors	wh_main_monster	elite			true	40.0000	1500.0000	str_ror_hell_pit_horrors	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	melee	false	false	false	false	high	high	domination_monsters		
str_ror_seep_gore	10	wh2_main_body_100	2650	inf_melee	30	inf_mel	wh2_main_unit_long_text_skv_mon_hell_pit_abomination	hc5_skv_hell_pit_boss	wh2_dlc10_skv_monster_hell_pit_abomination_boss	80	60	90	17092		0	wh2_dlc10_skv_hell_pit_abomination_boss		1	none	wh2_main_unit_short_text_skv_mon_hell_pit_abomination_boss	wh_main_monster	elite			true	40.0000	1500.0000	wh2_dlc10_skv_mon_hell_pit_abomination_boss	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	25	55	0	melee_highvalue	false	false	false	false	medium	medium	domination_monsters		
str_ror_warpshields	33	wh2_main_plate_50	2650	inf_melee	15	inf_mel	str_ror_warpshields	hu17_skaven_sword_and_shield	wh2_main_skv_infantry	42	57	78	72		0	wh2_main_skv_sword	str_ror_warpshields	8	wh_missile_block_35_wood	str_ror_warpshields	wh_main_infantry_rabble	trained			true	40.0000	1500.0000	wh2_main_skv_inf_stormvermin_1	60	80	18	vo_sel_skv_Clanrats	vo_sel_skv_Clanrats	vo_sel_culture	0.8000	small	0	270	0	0	0	0	0	0	melee	false	true	false	false	medium	medium	domination_infantry		
